Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Promotion Gap,Early_Stage_Risk,Risk_Score,Predicted_Attrition
33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146.0,15480,0,0,13,3,1,1,8,2,4,7,7,0,7,Core Contributor,7,0,0.05460812066856879,0
56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963.0,4510,9,1,18,3,1,3,7,2,3,5,4,4,3,Executive/Late Career,1,0,0.22071841352694221,0
51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537.0,6462,7,0,13,3,3,0,23,5,3,20,18,15,15,Executive/Late Career,5,0,0.10879844388023349,0
31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172.0,20739,4,1,18,3,2,0,12,3,2,7,7,7,7,Core Contributor,0,0,0.7485201390690642,1
26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368.0,23300,1,0,19,3,3,0,5,3,2,5,4,4,3,Core Contributor,1,0,0.12678524605721578,0
58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312.0,3465,1,0,12,3,4,1,40,3,2,40,10,15,6,Executive/Late Career,25,0,0.19249761300506002,0
19,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1,1,19,3,4,0,0,2,2,0,0,0,0,Early Career,0,1,0.9122835128138536,1
22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0,0,14,3,3,1,3,2,3,2,1,2,1,Early Career,0,1,0.15461982323340512,0
49,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567.0,5549,1,0,14,3,3,0,16,2,2,15,11,5,11,Executive/Late Career,10,0,0.08337843491340705,0
43,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739.0,16090,4,0,12,3,4,0,18,2,3,3,2,1,2,Senior/Management,2,0,0.11415117067696116,0
50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208.0,6645,4,0,11,3,4,0,16,3,3,2,2,2,1,Executive/Late Career,0,0,0.1817198979463895,0
31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559.0,24788,3,1,11,3,3,1,4,2,3,2,2,2,2,Core Contributor,0,0,0.3447170738148775,1
41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189.0,21196,3,1,13,3,3,1,12,2,3,9,7,0,7,Senior/Management,9,0,0.06029252966583556,0
26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942.0,8916,1,0,23,4,4,1,8,3,3,8,7,5,7,Core Contributor,3,0,0.07609414427268392,0
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941.0,2819,6,0,20,4,4,2,7,0,3,3,2,0,1,Senior/Management,3,0,0.1465047747888471,0
51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650.0,25150,2,0,15,3,4,0,18,2,3,4,2,0,3,Executive/Late Career,4,0,0.10297874047452993,0
39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4,0,14,3,3,1,17,1,4,15,11,5,9,Senior/Management,10,0,0.04788595613786118,0
25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639.0,24835,2,0,18,3,4,0,6,3,3,2,2,2,2,Core Contributor,0,0,0.2175004896610384,0
30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347.0,13982,0,1,19,3,4,0,12,2,1,11,9,4,7,Core Contributor,7,0,0.08776069974344246,0
32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7,0,22,4,1,0,10,2,4,5,4,0,4,Core Contributor,5,0,0.7471628741685293,1
45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452.0,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,Executive/Late Career,6,0,0.0830132661365414,0
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,Senior/Management,1,0,0.1033247263490932,0
30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,0,14,3,3,0,5,4,2,5,4,0,4,Core Contributor,5,0,0.1156019494370943,0
32,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,0,17,3,4,3,9,2,4,8,7,0,7,Core Contributor,8,0,0.061199588367258466,0
30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,Core Contributor,1,0,0.11835121794592236,0
30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,Core Contributor,4,0,0.10745491754407054,0
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181.0,12888,4,0,13,3,2,1,21,2,2,7,6,7,7,Senior/Management,0,0,0.09455948329236603,0
41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,0,21,4,4,1,7,2,3,5,0,1,4,Senior/Management,4,1,0.10372739701970252,0
19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,Early Career,1,1,0.4115513247581735,1
40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605.0,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,Senior/Management,18,0,0.04510906288884862,0
35,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295.0,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,Senior/Management,10,0,0.06564929233444658,0
53,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306.0,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,Executive/Late Career,3,0,0.06461887629612387,0
45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,Executive/Late Career,17,0,0.04628991112713241,0
32,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998.0,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,Core Contributor,6,0,0.14184944566069288,0
29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,Core Contributor,10,0,0.04608781445929519,0
51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,Executive/Late Career,1,1,0.12586727380160245,0
58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346.0,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,Executive/Late Career,1,1,0.12134737780097118,0
40,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855.0,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,Senior/Management,10,0,0.11811167465468922,0
34,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231.0,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,Core Contributor,3,0,0.1667865440233184,0
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,Early Career,0,0,0.23862135613580812,0
27,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024.0,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,Core Contributor,0,0,0.15749124834975886,0
28,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,Core Contributor,5,0,0.05246690843059784,0
57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439.0,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,Executive/Late Career,4,0,0.05662048779411978,0
27,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,Core Contributor,1,1,0.17820178403977696,0
50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926.0,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,Executive/Late Career,1,0,0.03519247848978041,0
41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,Senior/Management,8,0,0.05003063285183847,0
30,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,Core Contributor,3,0,0.12313377534013081,0
38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686.0,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,Senior/Management,8,0,0.12695715631871277,0
32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,Core Contributor,4,0,0.24829299684411993,0
27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,Core Contributor,4,0,0.18845355204557546,0
19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325.0,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,Early Career,0,1,0.8043375838397807,1
36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,Senior/Management,1,0,0.08448271270440623,0
30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,Core Contributor,6,0,0.11666271209581801,0
45,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006.0,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,Executive/Late Career,5,0,0.07740020186241665,0
56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,Executive/Late Career,0,0,0.04844638350116324,0
33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,Core Contributor,3,1,0.1170853516677045,0
19,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102.0,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,Early Career,0,1,0.8746574462114434,1
46,0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,Executive/Late Career,9,0,0.1003347420205364,0
38,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288.0,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,Senior/Management,0,0,0.23080813048852583,0
31,0,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,Core Contributor,4,0,0.27086716789163473,0
34,0,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,Core Contributor,2,0,0.10811818914730219,0
41,1,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140.0,21728,1,1,22,4,4,0,4,5,2,4,3,0,2,Senior/Management,4,0,0.40680861565448445,1
50,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690.0,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,Executive/Late Career,3,0,0.0955525207701441,0
53,0,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450.0,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,Executive/Late Career,3,0,0.08739089998120413,0
33,0,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756.0,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,Core Contributor,7,0,0.04250192221874493,0
40,0,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033.0,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,Senior/Management,11,0,0.023076504156020586,0
55,0,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722.0,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,Executive/Late Career,22,0,0.05464684953979432,0
34,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,Core Contributor,9,0,0.04920930914410047,0
51,0,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734.0,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,Executive/Late Career,6,0,0.038934393918426534,0
52,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999.0,5678,0,0,14,3,1,1,34,5,3,33,18,11,9,Executive/Late Career,22,0,0.10657632290598418,0
27,0,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279.0,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,Core Contributor,7,0,0.19284237398509813,0
35,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916.0,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,Senior/Management,1,1,0.7327159025490575,1
43,0,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,Senior/Management,3,0,0.012576123705916537,0
45,0,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792.0,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,Executive/Late Career,9,0,0.061309150487269065,0
37,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,Senior/Management,7,0,0.10687246072353927,0
35,0,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,Senior/Management,5,0,0.1597575205646387,0
42,0,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,Senior/Management,5,0,0.022538680660661555,0
38,0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,Senior/Management,1,1,0.1340810453371907,0
38,0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,Senior/Management,6,0,0.05167846153921807,0
27,0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,Core Contributor,0,0,0.15793021857422418,0
49,0,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,Executive/Late Career,6,0,0.06485128613634085,0
34,0,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,Core Contributor,3,0,0.1081298939601828,0
40,0,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741.0,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,Senior/Management,4,0,0.09609777644683605,0
38,1,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,Senior/Management,1,1,0.630009235646978,1
29,1,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,Core Contributor,9,0,0.6563900406145496,1
22,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,Early Career,2,0,0.35965209930232106,1
36,0,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153.0,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,Senior/Management,7,1,0.0954087992220155,0
40,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,Senior/Management,3,0,0.040095404968028256,0
46,0,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,Executive/Late Career,4,0,0.06356608613339546,0
32,1,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400.0,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,Core Contributor,5,0,0.7591644000585372,1
30,0,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,Core Contributor,6,0,0.0623118611036746,0
27,0,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981.0,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,Core Contributor,7,0,0.1227955388860435,0
51,0,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490.0,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,Executive/Late Career,6,0,0.050024305586851586,0
30,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657.0,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,Core Contributor,5,0,0.6759007976487312,1
41,0,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591.0,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,Senior/Management,1,1,0.09418787841707153,0
30,1,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696.0,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,Core Contributor,6,0,0.717298074217858,1
29,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058.0,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,Core Contributor,5,0,0.12248060614647485,0
45,0,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865.0,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,Executive/Late Career,7,0,0.13573484901252156,0
54,0,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940.0,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,Executive/Late Career,6,0,0.03431986670620548,0
36,0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914.0,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,Senior/Management,10,0,0.03135958848191764,0
33,0,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622.0,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,Core Contributor,2,0,0.19662247394636206,0
37,0,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185.0,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,Senior/Management,10,0,0.1373090358812327,0
38,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,Senior/Management,11,0,0.16029323091777972,0
31,0,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,Core Contributor,4,0,0.10293747357257643,0
59,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177.0,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,Executive/Late Career,1,1,0.1892951461067652,0
37,0,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793.0,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,Senior/Management,4,0,0.049527022465479895,0
29,0,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918.0,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,Core Contributor,7,0,0.07633176167643918,0
35,0,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789.0,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,Senior/Management,10,0,0.028085366925724217,0
29,1,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389.0,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,Core Contributor,4,0,0.41222065518455264,1
52,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212.0,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,Executive/Late Career,0,0,0.12013269494209122,0
42,0,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232.0,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,Senior/Management,11,0,0.08938087499092248,0
59,0,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267.0,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,Executive/Late Career,0,0,0.10966445143094498,0
50,0,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517.0,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,Executive/Late Career,7,1,0.05329519883902797,0
33,1,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436.0,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,Core Contributor,5,0,0.7261836422754869,1
43,0,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064.0,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,Senior/Management,16,0,0.031549541421465974,0
33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707.0,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,Core Contributor,8,0,0.6551852976678112,1
52,0,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068.0,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,Executive/Late Career,18,0,0.12419285402544732,0
32,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931.0,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,Core Contributor,3,0,0.11985288654450557,0
